版次,MES质检库存,PN,Description,Plant,Storage,StorageDescription,SN,UnconstrainedQuantity
1A,0,340-0063,"Pull tab,Green,362U,2km,AWS",2000,6010,400G原材料仓,2151000423,4107
1A,0,340-0063,"Pull tab,Green,362U,2km,AWS",2000,6010,400G原材料仓,2152900297,1200
1A,0,340-0063,"Pull tab,Green,362U,2km,AWS",2000,6010,400G原材料仓,2153100084,2400
1A,0,340-0063,"Pull tab,Green,362U,2km,AWS",2000,6010,400G原材料仓,2160600058,1698
,0,340-0063,"Pull tab,Green,362U,2km,AWS",2000,6010,400G原材料仓,2181500056,857
,0,340-0063,"Pull tab,Green,362U,2km,AWS",2000,6010,400G原材料仓,2183100298,339
1A,0,340-0071,"Pull tab,Blue 317U",2000,6010,400G原材料仓,23B1000069,7
3A,0,350-0015,"Carton,270*239*109,innolight,shipments",1000,6010,400G原材料仓,2420311111,2040.000
3A,0,350-0015,"Carton,270*239*109,innolight,shipments",1000,6010,400G原材料仓,2420711111,4320.000
3A,0,350-0015,"Carton,270*239*109,innolight,shipments",2000,6010,400G原材料仓,2420500432,3600.000
3A,0,350-0015,"Carton,270*239*109,innolight,shipments",5000,6010,400G RM W/H,23B0911111,2270.000
3A,0,350-0015,"Carton,270*239*109,innolight,shipments",5000,6010,400G RM W/H,2420211111,3240.000
1B,0,350-0016,"EPE Sponge,240*230*10,pink,shipments",1000,6010,400G原材料仓,2420100135,800.000
1B,0,350-0016,"EPE Sponge,240*230*10,pink,shipments",2000,6010,400G原材料仓,2420100001,6400.000
1B,0,350-0016,"EPE Sponge,240*230*10,pink,shipments",2000,6010,400G原材料仓,2420500433,5600.000
1B,0,350-0016,"EPE Sponge,240*230*10,pink,shipments",2000,6010,400G原材料仓,2420500434,800.000
1B,0,350-0016,"EPE Sponge,240*230*10,pink,shipments",5000,6010,400G RM W/H,2382300122,200.000
1B,0,350-0016,"EPE Sponge,240*230*10,pink,shipments",5000,6010,400G RM W/H,2382666666,3000.000
1B,0,350-0016,"EPE Sponge,240*230*10,pink,shipments",5000,6010,400G RM W/H,23B0800288,1250.000
1B,0,350-0016,"EPE Sponge,240*230*10,pink,shipments",5000,6010,400G RM W/H,2410400531,3200.000
1B,0,350-0017,抗静电EPE 220*85*10,1000,6010,400G原材料仓,2412900038,1140.000
1B,0,350-0017,抗静电EPE 220*85*10,1000,6010,400G原材料仓,2413100259,14560.000
1B,0,350-0017,抗静电EPE 220*85*10,1000,6010,400G原材料仓,2413100261,6000.000
1B,0,350-0017,抗静电EPE 220*85*10,2000,6010,400G原材料仓,2420500435,14000.000
1B,0,350-0017,抗静电EPE 220*85*10,5000,6010,400G RM W/H,2382666666,4200.000
1B,0,350-0017,抗静电EPE 220*85*10,5000,6010,400G RM W/H,2411800183,1340.000
1B,0,350-0017,抗静电EPE 220*85*10,5000,6010,400G RM W/H,2411800185,9660.000
3A,0,350-0025,"Carton,270*239*109,blank,shipments pack",1000,6010,400G原材料仓,2420311111,2040.000
3A,0,350-0025,"Carton,270*239*109,blank,shipments pack",1000,6010,400G原材料仓,2420611111,1080.000
3A,0,350-0025,"Carton,270*239*109,blank,shipments pack",1000,6010,400G原材料仓,2420711111,1080.000
3A,0,350-0025,"Carton,270*239*109,blank,shipments pack",2000,6010,400G原材料仓,2411300372,900.000
3A,0,350-0025,"Carton,270*239*109,blank,shipments pack",5000,6010,400G RM W/H,23A2511111,840.000
3A,0,350-0025,"Carton,270*239*109,blank,shipments pack",5000,6010,400G RM W/H,23B0211111,1680.000
3A,0,350-0026,"Carton,505*285*245,blank,shipments",1000,6010,400G原材料仓,2420611111,240.000
3A,0,350-0026,"Carton,505*285*245,blank,shipments",2000,6010,400G原材料仓,23A2700240,100.000
3A,0,350-0026,"Carton,505*285*245,blank,shipments",5000,6010,400G RM W/H,23A2511111,500.000
3A,0,350-0026,"Carton,505*285*245,blank,shipments",5000,6010,400G RM W/H,2411800179,10.000
3A,0,350-0027,"Carton,505*285*245,innolight,shipments",1000,6010,400G原材料仓,2420311111,480.000
3A,0,350-0027,"Carton,505*285*245,innolight,shipments",2000,6010,400G原材料仓,2420100003,300.000
3A,0,350-0027,"Carton,505*285*245,innolight,shipments",2000,6010,400G原材料仓,2420500436,900.000
3A,0,350-0027,"Carton,505*285*245,innolight,shipments",5000,6010,400G RM W/H,23B0711111,20.000
3A,0,350-0027,"Carton,505*285*245,innolight,shipments",5000,6010,400G RM W/H,2412311111,240.000
3A,0,350-0027,"Carton,505*285*245,innolight,shipments",5000,6010,400G RM W/H,2412411111,240.000
3A,0,350-0027,"Carton,505*285*245,innolight,shipments",5000,6010,400G RM W/H,2412611111,720.000
3A,0,350-0027,"Carton,505*285*245,innolight,shipments",5000,6010,400G RM W/H,2413111111,1200.000
1B,0,350-0029,粉红防静电EPE 220*210*15MM,1000,6010,400G原材料仓,23C1100027,800.000
1B,0,350-0029,粉红防静电EPE 220*210*15MM,1000,6010,400G原材料仓,23C1900050,600.000
1B,0,350-0029,粉红防静电EPE 220*210*15MM,2000,6010,400G原材料仓,2411000074,400.000
1B,0,350-0029,粉红防静电EPE 220*210*15MM,2000,6010,400G原材料仓,2411600361,1400.000
1B,0,350-0029,粉红防静电EPE 220*210*15MM,2000,6010,400G原材料仓,2413100267,2200.000
1B,0,350-0029,粉红防静电EPE 220*210*15MM,5000,6010,400G RM W/H,23C1100027,200.000
2A,0,350-0038,"Antistatic bag,344mm*250mm,silver gray",1000,6010,400G原材料仓,23C1100028,2000.000
2A,0,350-0038,"Antistatic bag,344mm*250mm,silver gray",5000,6010,400G RM W/H,2151200195,9000.000
1A,0,350-0045,"Paper pallet,for Mellanox",1000,6010,400G原材料仓,2411800186,8.000
1A,0,350-0045,"Paper pallet,for Mellanox",1000,6010,400G原材料仓,2411800187,192.000
1A,0,350-0071,"Tray,154*77*15.5 mm,1 pcs",2000,6010,400G原材料仓,22B0900088,1700
1A,0,350-0087,"EPE sponge,110x85x75mm,pink,pack",1000,6010,400G原材料仓,23B3000133,500.000
1A,0,350-0087,"EPE sponge,110x85x75mm,pink,pack",5000,6010,400G RM W/H,22C2800151,200.000
1A,0,350-0087,"EPE sponge,110x85x75mm,pink,pack",5000,6010,400G RM W/H,2321100048,100.000
1A,0,350-0088,"Antistatic EPE sponge,445x215x25mm,pink",1000,6010,400G原材料仓,1772411111,98.000
1A,0,350-0088,"Antistatic EPE sponge,445x215x25mm,pink",1000,6010,400G原材料仓,20A2011111,60.000
1B,0,350-0089,"Antistatic EPE sponge,445x225x30mm,pink",2000,6010,400G原材料仓,2411200467,25.000
1B,0,350-0089,"Antistatic EPE sponge,445x225x30mm,pink",2000,6010,400G原材料仓,2411200468,250.000
1B,0,350-0090,"Antistatic EPE sponge,275x225x25mm,pink",2000,6010,400G原材料仓,2411200469,160.000
1B,0,350-0106,"Tray,296x206x15mm,pack,10m",1000,6010,400G原材料仓,2411500269,248
1B,0,350-0106,"Tray,296x206x15mm,pack,10m",1000,6010,400G原材料仓,2411500270,1752
1B,0,350-0107,"Tray,296x206x35mm,pack,30m",1000,6010,400G原材料仓,2410500243,500
1A,0,350-0113,"EPE sponge,435*360*10mm,pink",1000,6010,400G原材料仓,23C0700160,200.000
1A,0,350-0116,"Carton,330*240*220mm,Shipment",1000,6010,400G原材料仓,2413111111,200
1A,0,350-0118,"EPE sponge,320*200*10mm,pink",1000,6010,400G原材料仓,2412500097,200
1A,0,350-0119,"EPE sponge,210*200*10mm,pink",1000,6010,400G原材料仓,2412500098,200
1A,0,350-0120,"EPE sponge,300*210*10mm,pink",1000,6010,400G原材料仓,2412500099,300
1A,0,350-0129,"Carton,167*82*20mm,blank,Extreme",1000,6010,400G原材料仓,22C0300039,1300
1A,0,350-0140,"Antistatic bag,370*340mm,siding 10mm,H3C",1000,6010,400G原材料仓,2361500205,500
1A,0,350-0147,"Antistatic EPE Sponge,240*230*10mm,H3C",1000,6010,400G原材料仓,2420100141,300
1A,0,350-0147,"Antistatic EPE Sponge,240*230*10mm,H3C",1000,6010,400G原材料仓,2420100142,200
1A,0,350-0147,"Antistatic EPE Sponge,240*230*10mm,H3C",2000,6010,400G原材料仓,23B1000198,200
1A,0,350-0147,"Antistatic EPE Sponge,240*230*10mm,H3C",2000,6010,400G原材料仓,23B1000199,300
1A,0,350-0148,"Antistatic EPE sponge,220*85*10mm,H3C",1000,6010,400G原材料仓,2420100143,500
1A,0,350-0148,"Antistatic EPE sponge,220*85*10mm,H3C",2000,6010,400G原材料仓,23B2400256,200
1A,0,350-0149,"Antistatic EPE Sponge 220*210*15MM,H3C",1000,6010,400G原材料仓,2231611111,98
1A,0,350-0149,"Antistatic EPE Sponge 220*210*15MM,H3C",1000,6010,400G原材料仓,2382300131,300
1B,0,350-0152,"EPE sponge,445*215*20mm,HW",2000,6010,400G原材料仓,2410600089,39
1B,0,350-0152,"EPE sponge,445*215*20mm,HW",2000,6010,400G原材料仓,2410600090,480
1B,0,350-0152,"EPE sponge,445*215*20mm,HW",2000,6010,400G原材料仓,2410600091,300
1B,0,350-0152,"EPE sponge,445*215*20mm,HW",2000,6010,400G原材料仓,2411200471,141
1A,0,350-0153,"Carton,508*475*360mm,Ruijie,Packing",1000,6010,400G原材料仓,2410400541,100
1A,0,350-0154,"Bag,386.0*353.0*0.15mm Packing",1000,6010,400G原材料仓,2410600098,4000
1A,0,350-0154,"Bag,386.0*353.0*0.15mm Packing",2000,6010,400G原材料仓,2413100269,12900
1A,0,350-0154,"Bag,386.0*353.0*0.15mm Packing",5000,6010,400G RM W/H,23A2600120,2000
1A,0,350-0154,"Bag,386.0*353.0*0.15mm Packing",5000,6010,400G RM W/H,23C1100032,1000
1A,0,350-0154,"Bag,386.0*353.0*0.15mm Packing",5000,6010,400G RM W/H,2411500277,5000
1A,0,350-0158,"Tray,154x77x18mm,shipments",1000,6010,400G原材料仓,2311200064,1000
1A,0,350-0158,"Tray,154x77x18mm,shipments",2000,6010,400G原材料仓,22C3100016,300
1A,0,350-0160,"EPE sponge,210*200*10mm,H3C",1000,6010,400G原材料仓,2322200238,100
1A,0,350-0161,"EPE sponge,300*210*10mm,H3C",1000,6010,400G原材料仓,2380200145,100
1A,0,350-0205,"EPE sponge,153*75*15mm,Single Package",1000,6010,400G原材料仓,2330900083,500
1A,0,350-0208,"Carton,459*329*396mm,Shipment",1000,6010,400G原材料仓,23C0700173,170
1A,0,350-0210,"Antis-bag,320*430*570*0.075mm",1000,6010,400G原材料仓,2280300173,600
1A,0,350-0227,"Tray,215x205x18.5mm,8pcs,Pack",2000,6010,400G原材料仓,23C2800258,700
1A,0,350-0227,"Tray,215x205x18.5mm,8pcs,Pack",2000,6010,400G原材料仓,2410500080,1000
1A,0,350-0227,"Tray,215x205x18.5mm,8pcs,Pack",2000,6010,400G原材料仓,2410800011,2400
1A,0,350-0227,"Tray,215x205x18.5mm,8pcs,Pack",2000,6010,400G原材料仓,2411100430,450
1A,0,350-0227,"Tray,215x205x18.5mm,8pcs,Pack",5000,6010,400G RM W/H,2363000046,200
1A,0,350-0227,"Tray,215x205x18.5mm,8pcs,Pack",5000,6010,400G RM W/H,2380311111,3000
1A,0,350-0227,"Tray,215x205x18.5mm,8pcs,Pack",5000,6010,400G RM W/H,2382511111,3000
1A,0,350-0227,"Tray,215x205x18.5mm,8pcs,Pack",5000,6010,400G RM W/H,2390611111,4150
1A,0,350-0229,"Tray,215x205x18.5mm,8pcs,Pack",1000,6010,400G原材料仓,2411100453,1500
1A,0,350-0229,"Tray,215x205x18.5mm,8pcs,Pack",2000,6010,400G原材料仓,2412800042,3000
1A,0,350-0229,"Tray,215x205x18.5mm,8pcs,Pack",5000,6010,400G RM W/H,2382800063,50
1A,0,350-0229,"Tray,215x205x18.5mm,8pcs,Pack",5000,6010,400G RM W/H,23C2800173,1100
1A,0,350-0229,"Tray,215x205x18.5mm,8pcs,Pack",5000,6010,400G RM W/H,23C2800174,300
1A,0,350-0229,"Tray,215x205x18.5mm,8pcs,Pack",5000,6010,400G RM W/H,23C2900072,600
1A,0,350-0230,"Tray,215x205x18.5mm,8pcs,Pack",2000,6010,400G原材料仓,2411100431,500
1A,0,350-0230,"Tray,215x205x18.5mm,8pcs,Pack",2000,6010,400G原材料仓,2411500256,2000
1A,0,350-0230,"Tray,215x205x18.5mm,8pcs,Pack",2000,6010,400G原材料仓,2412800043,2500
1A,0,350-0230,"Tray,215x205x18.5mm,8pcs,Pack",2000,6010,400G原材料仓,2412800044,2500
1A,0,350-0258,"Tray,396x296x50mm,1x4 pack,30m",1000,6010,400G原材料仓,2282500151,1039
1A,0,350-0274,"Tray,217*203*14,14PCS,OE",1000,6010,400G原材料仓,2322700038,1000
1A,0,350-0274,"Tray,217*203*14,14PCS,OE",2000,6010,400G原材料仓,23C2900203,900
1B,0,350-0275,"Tray,217*203*17,14PCS,OE",2000,6010,400G原材料仓,2282500101,750
1B,0,350-0275,"Tray,217*203*17,14PCS,OE",2000,6010,400G原材料仓,2282600338,50
1B,0,350-0275,"Tray,217*203*17,14PCS,OE",2000,6010,400G原材料仓,2282600339,600
1B,0,350-0275,"Tray,217*203*17,14PCS,OE",2000,6010,400G原材料仓,2321400045,300
1B,0,350-0275,"Tray,217*203*17,14PCS,OE",2000,6010,400G原材料仓,2341400233,700
1B,0,350-0275,"Tray,217*203*17,14PCS,OE",2000,6010,400G原材料仓,2342400193,300
1B,0,350-0275,"Tray,217*203*17,14PCS,OE",2000,6010,400G原材料仓,2342400194,700
1A,0,350-0290,"Tray,72mm1x5pcs,Arista",1000,6010,400G原材料仓,22C3100020,750
1A,0,350-0290,"Tray,72mm1x5pcs,Arista",1000,6010,400G原材料仓,2310700017,750
1A,0,350-0290,"Tray,72mm1x5pcs,Arista",1000,6010,400G原材料仓,2310700018,1250
1A,0,350-0291,"Tray,78mm1x5pcs,Arista",1000,6010,400G原材料仓,2242111111,540
1A,0,350-0291,"Tray,78mm1x5pcs,Arista",2000,6010,400G原材料仓,2260800193,500
1A,0,350-0291,"Tray,78mm1x5pcs,Arista",2000,6010,400G原材料仓,2270900168,500
1A,0,350-0484,"Packing Tray,319.2*190*19,4PCS,#2",1000,6010,400G原材料仓,2411900074,950
1A,0,350-0484,"Packing Tray,319.2*190*19,4PCS,#2",1000,6010,400G原材料仓,2411900075,1000
1A,0,350-0484,"Packing Tray,319.2*190*19,4PCS,#2",5000,6010,400G RM W/H,2362100282,150
1A,0,350-0485,"Packing Tray,319.2*190*19,4PCS,#3",1000,6010,400G原材料仓,2410800288,900
1A,0,351-0001,"Carton,515*295*245mm,Innolight,shipments",2000,6010,400G原材料仓,2411200473,600
1A,0,351-0001,"Carton,515*295*245mm,Innolight,shipments",2000,6010,400G原材料仓,2411200474,460
1A,0,351-0003,"Carton,Arista(PKG-00581)",1000,6010,400G原材料仓,2310300092,70
1A,0,351-0003,"Carton,Arista(PKG-00581)",1000,6010,400G原材料仓,2310300093,30
1A,0,351-0003,"Carton,Arista(PKG-00581)",1000,6010,400G原材料仓,2311100227,50
1A,0,351-0009,"Carton,194*170*221mm",5000,6010,400G RM W/H,2372700150,211
1A,0,351-0009,"Carton,194*170*221mm",5000,6010,400G RM W/H,2372700151,209
1A,0,351-0009,"Carton,194*170*221mm",5000,6010,400G RM W/H,2380200147,300
1A,0,351-0009,"Carton,194*170*221mm",5000,6010,400G RM W/H,2411200092,20
1A,0,351-0010,"Paperboard,191*167*3mm",1000,6010,400G原材料仓,2420100145,2000
1A,0,351-0010,"Paperboard,191*167*3mm",5000,6010,400G RM W/H,2370500438,340
1A,0,351-0010,"Paperboard,191*167*3mm",5000,6010,400G RM W/H,2372700152,3000
1A,0,351-0010,"Paperboard,191*167*3mm",5000,6010,400G RM W/H,2380200148,2000
1A,0,351-0010,"Paperboard,191*167*3mm",5000,6010,400G RM W/H,2381000271,2100
1A,0,351-0011,"Packaging box,Pizza,192*169*45mm,8pcs",1000,6010,400G原材料仓,22C1400282,3800
1A,0,351-0011,"Packaging box,Pizza,192*169*45mm,8pcs",5000,6010,400G RM W/H,2161811111,150
1A,0,351-0012,"Packaging box,Pizza,192*169*89mm",1000,6010,400G原材料仓,22C1400283,1950
1A,0,351-0012,"Packaging box,Pizza,192*169*89mm",5000,6010,400G RM W/H,22C1400283,200
1A,0,351-0013,"Packaging box,Carton,194*170*185mm,32pcs",1000,6010,400G原材料仓,22C1700136,1070
1A,0,351-0013,"Packaging box,Carton,194*170*185mm,32pcs",5000,6010,400G RM W/H,22C1700136,150
1A,0,351-0013,"Packaging box,Carton,194*170*185mm,32pcs",5000,6010,400G RM W/H,2411200101,10
1A,0,352-0001,"EPE Sponge,360*300*10mm,pack",1000,6010,400G原材料仓,23C0700179,200
1A,0,352-0006,"sponge,Up-Down,pink,Arista",1000,6010,400G原材料仓,2311100087,600
1A,0,352-0006,"sponge,Up-Down,pink,Arista",2000,6010,400G原材料仓,2270700087,300
1A,0,352-0007,"sponge,Front-Back,pink,Arista",1000,6010,400G原材料仓,22A2100090,100
1A,0,352-0007,"sponge,Front-Back,pink,Arista",1000,6010,400G原材料仓,2311100088,500
1A,0,352-0007,"sponge,Front-Back,pink,Arista",2000,6010,400G原材料仓,2292400224,100
1A,0,352-0007,"sponge,Front-Back,pink,Arista",2000,6010,400G原材料仓,22A2100090,200
1A,0,352-0008,"sponge,Left-Right,pink,Arista",1000,6010,400G原材料仓,22B0700117,200
1A,0,352-0008,"sponge,Left-Right,pink,Arista",1000,6010,400G原材料仓,22B2600110,200
1A,0,352-0008,"sponge,Left-Right,pink,Arista",2000,6010,400G原材料仓,2280300175,100
1A,0,352-0009,"sponge,Up-Down,pink,Arista",1000,6010,400G原材料仓,2370500440,200
1A,0,352-0009,"sponge,Up-Down,pink,Arista",2000,6010,400G原材料仓,2261200041,190
1A,0,352-0009,"sponge,Up-Down,pink,Arista",5000,6010,400G RM W/H,2420100187,50
1A,0,352-0010,"sponge,Front-Back,pink,Arista",1000,6010,400G原材料仓,2252700507,99
1A,0,352-0010,"sponge,Front-Back,pink,Arista",1000,6010,400G原材料仓,2261100113,100
1A,0,352-0010,"sponge,Front-Back,pink,Arista",1000,6010,400G原材料仓,2313100031,400
1A,0,352-0010,"sponge,Front-Back,pink,Arista",2000,6010,400G原材料仓,2260200390,300
1A,0,352-0010,"sponge,Front-Back,pink,Arista",2000,6010,400G原材料仓,2261200042,200
1A,0,352-0011,"sponge,Left-Right,pink,Arista",1000,6010,400G原材料仓,2310300095,300
1A,0,352-0011,"sponge,Left-Right,pink,Arista",1000,6010,400G原材料仓,2311100092,500
1A,0,352-0011,"sponge,Left-Right,pink,Arista",2000,6010,400G原材料仓,2260200391,500
1A,0,352-0011,"sponge,Left-Right,pink,Arista",2000,6010,400G原材料仓,2261200043,500
1A,0,352-0022,"EPE Sponge,360*300*10mm,pack,H3C",1000,6010,400G原材料仓,2182611111,199
1A,0,352-0023,"EPE Sponge,420*290*10mm,pack,H3C",1000,6010,400G原材料仓,2371000182,100
1A,0,352-0024,"EPE sponge,435*360*10mm,pink,H3C",1000,6010,400G原材料仓,2182611111,300
1A,0,353-0003,"bag,Arista Shipment",1000,6010,400G原材料仓,2251611111,600
1A,0,353-0003,"bag,Arista Shipment",1000,6010,400G原材料仓,2252511111,1000
1C,0,504-1532,"PCBA BOM,CWDM4-Duplex(with MCC Diode)",2000,6010,400G原材料仓,2413000104,1509
1A,0,504-1694,"PCBA,100G SR4 V2M,nalux lens,for prevent",2000,6010,400G原材料仓,22C0700312,295
1B,0,504-1712,"PCBA BOM,25G SFP28 AOC GN2147 ET",2000,6010,400G原材料仓,22C0500170,191
1D,0,504-1718,"PCBA BOM,100G QSFP28 SR4 lowcost",2000,6010,400G原材料仓,2420200759,59
1B,0,504-1877,"PCBA,COP Gen3,prevent Vulcanizati",2000,6010,400G原材料仓,2411200218,1043
1B,0,504-1877,"PCBA,COP Gen3,prevent Vulcanizati",2000,6010,400G原材料仓,2412400240,12
1B,0,504-1877,"PCBA,COP Gen3,prevent Vulcanizati",2000,6010,400G原材料仓,2412400241,2947
1B,0,504-1877,"PCBA,COP Gen3,prevent Vulcanizati",2000,6010,400G原材料仓,2412400242,107
1B,0,504-1877,"PCBA,COP Gen3,prevent Vulcanizati",2000,6010,400G原材料仓,2412500312,1304
1B,0,504-1877,"PCBA,COP Gen3,prevent Vulcanizati",2000,6010,400G原材料仓,2412500313,1362
1B,0,504-1877,"PCBA,COP Gen3,prevent Vulcanizati",2000,6010,400G原材料仓,2412500314,250
1B,0,504-1877,"PCBA,COP Gen3,prevent Vulcanizati",2000,6010,400G原材料仓,2412500452,2767
1B,0,504-1877,"PCBA,COP Gen3,prevent Vulcanizati",2000,6010,400G原材料仓,2412500453,21
1B,0,504-1877,"PCBA,COP Gen3,prevent Vulcanizati",2000,6010,400G原材料仓,2412600175,487
1B,0,504-1877,"PCBA,COP Gen3,prevent Vulcanizati",2000,6010,400G原材料仓,2412600176,240
1B,0,504-1877,"PCBA,COP Gen3,prevent Vulcanizati",2000,6010,400G原材料仓,2412600177,360
1B,0,504-1877,"PCBA,COP Gen3,prevent Vulcanizati",2000,6010,400G原材料仓,2413100153,787
1B,0,504-1877,"PCBA,COP Gen3,prevent Vulcanizati",2000,6010,400G原材料仓,2413100154,192
1B,0,504-1877,"PCBA,COP Gen3,prevent Vulcanizati",2000,6010,400G原材料仓,2420200763,7
1B,0,504-1877,"PCBA,COP Gen3,prevent Vulcanizati",2000,6010,400G原材料仓,2420200765,7
1A,0,504-1878,"PCBA BOM,100G SR4 G3,prevent Vulcanizat",1000,6010,400G原材料仓,2051800409,8
1B,0,504-1878,"PCBA BOM,100G SR4 G3,prevent Vulcanizat",1000,6010,400G原材料仓,23B2300357,21
1A,0,504-2129-CD,"PCBA BOM,100G QSFP28 gen3 AOC ET",2000,6010,400G原材料仓,2230400197,144
1A,0,910-0499,"L型硬纸护角板,50x50x5mm,L225mm",2000,6010,400G原材料仓,2412600249,40
1A,0,910-0499,"L型硬纸护角板,50x50x5mm,L225mm",2000,6010,400G原材料仓,2412600250,720
1A,0,910-0499,"L型硬纸护角板,50x50x5mm,L225mm",5000,6010,400G RM W/H,2362100175,20
,,,,,6010,,,84399881
,,,,,,,,118583.000
1A,0,101-0001,"WB Capacitor,220pF,+80%,-20%,16V",1000,7010,TL 材料仓,2410800202,122046
1A,0,101-0001,"WB Capacitor,220pF,+80%,-20%,16V",1000,7010,TL 材料仓,2410800203,96046
1A,0,101-0001,"WB Capacitor,220pF,+80%,-20%,16V",2000,7010,TL原材料,23C0900134,20358
1A,0,110-0284,"Thermistors,-40°C～+125°C",1000,7010,TL 材料仓,2370100105,21000
1A,0,110-0566,"Resistor,0201,±5%,1/20W,0 ohm",1000,7010,TL 材料仓,2282900288,110000
1A,0,110-0570,"Resistor,0201,±1%;1/20W,10K ohm",1000,7010,TL 材料仓,2292000142,130000
1A,0,110-0624,"Resistor,0201,±1%,1/20W,1K ohm",1000,7010,TL 材料仓,23A2800287,20000
1A,0,110-0627,"Resistor,0201,±1%,1/20W,120K ohm",1000,7010,TL 材料仓,2281300215,10000
1A,0,110-0730,"Resistor,0201,±1%,1/20W,150K ohm",1000,7010,TL 材料仓,2281300219,10000
1A,0,140-0547,"IC,Quad 25Gb/s TIA & CDR Receiver Array",2000,7010,TL原材料,2410900335,13680
1A,0,140-0848,"IC,bare Die,4x25G Driver",2000,7010,TL原材料,2410500315,7136
1A,0,140-0848,"IC,bare Die,4x25G Driver",2000,7010,TL原材料,2410500316,424
1A,0,140-0851,"IC,25Gb/s,Quad-Channel,Vpp<900mV",1000,7010,TL 材料仓,23A1800110,3792
1A,0,140-0851,"IC,25Gb/s,Quad-Channel,Vpp<900mV",1000,7010,TL 材料仓,23A1800111,8736
1A,0,140-0851,"IC,25Gb/s,Quad-Channel,Vpp<900mV",1000,7010,TL 材料仓,23C2000038,5967
1A,0,140-0851,"IC,25Gb/s,Quad-Channel,Vpp<900mV",2000,7010,TL原材料,2410900337,5400
1A,0,280-0439,TX Clens R1.419 D1.8 T1.60,1000,7010,TL 材料仓,2361100134,200
1A,0,280-0439,TX Clens R1.419 D1.8 T1.60,1000,7010,TL 材料仓,2361100135,800
1A,0,280-0440,TX Clens R1.419 D1.8 T1.65,1000,7010,TL 材料仓,23B1500156,357
1A,0,280-0440,TX Clens R1.419 D1.8 T1.65,1000,7010,TL 材料仓,23B1700119,679
1A,0,280-0440,TX Clens R1.419 D1.8 T1.65,1000,7010,TL 材料仓,23C1700103,1700
1A,0,280-0440,TX Clens R1.419 D1.8 T1.65,1000,7010,TL 材料仓,23C2200159,300
